City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
357,manokwari,-0.8667,134.0833,300.09,75,100,1.22,ID,1724458967
358,eyl,7.9803,49.8164,298.42,75,86,7.4,SO,1724458967
359,prabumulih,-3.45,104.25,296.23,84,98,1.94,ID,1724458968
360,aleksin,54.51,37.08,287.33,92,54,2.37,RU,1724458968
361,nanning,22.8167,108.3167,300.4,90,100,1.05,CN,1724458737
362,potosi,-19.5836,-65.7531,281.68,7,72,2.56,BO,1724458969
363,howrah,22.5892,88.3103,299.15,94,100,1.54,IN,1724458969
364,ntungamo,-0.8833,29.65,292.42,87,81,0.97,UG,1724458969
365,san pedro pochutla,15.7333,-96.4667,302.99,77,100,1.98,MX,1724458970
366,al fuwayliq,26.4432,43.2534,305.37,17,47,3.96,SA,1724458970
367,choibalsan,48.0667,114.5,289.86,77,1,5.17,MN,1724458970
368,mata-utu,-13.2816,-176.1745,299.83,73,89,9.54,WF,1724458970
369,mizan teferi,6.9833,35.5833,288.75,93,99,0.99,ET,1724458971
370,santa marta,11.2408,-74.199,302.53,77,75,5.14,CO,1724458870
371,ust'-barguzin,53.45,108.9833,285.94,93,84,3.46,RU,1724458971
372,puerto santa,-8.9906,-78.6456,289.95,84,58,5.46,PE,1724458972
373,kirakira,-10.4544,161.9205,301.37,71,100,7.4,SB,1724458972
374,independence,39.0911,-94.4155,300.59,57,0,4.12,US,1724458876
375,jincheng,35.5022,112.8328,299.55,73,0,1.19,CN,1724458973
376,afaahiti,-17.75,-149.2833,296.85,76,100,10.65,PF,1724458973
377,al bawiti,28.3492,28.8659,300.63,51,0,3.36,EG,1724458973
378,el abiodh sidi cheikh,32.893,0.5484,297.45,40,85,1.21,DZ,1724458974
379,remire-montjoly,4.9167,-52.2667,300.17,89,0,2.57,GF,1724458974
380,lucheng,31.2336,117.2806,303.43,73,0,1.74,CN,1724458974
381,karratha,-20.7377,116.8463,295.42,62,3,5.51,AU,1724458975
382,itambacuri,-18.0311,-41.685,294.91,64,1,3.76,BR,1724458975
383,burang,30.25,81.1667,280.04,95,99,2.31,CN,1724458975
384,afonso claudio,-20.0742,-41.1239,292.8,68,0,1.42,BR,1724458976
385,pionerskiy,54.9508,20.2275,291.06,70,63,8.26,RU,1724458976
386,port douglas,-16.4833,145.4667,296.39,83,99,4.79,AU,1724458976
387,sao felix do xingu,-6.6447,-51.995,300.99,34,11,1.01,BR,1724458977
388,boqueirao,-7.5,-36.1333,292.28,88,21,2.99,BR,1724458977
389,howard springs,-12.497,131.047,302.52,67,9,3.59,AU,1724458978
390,bathsheba,13.2167,-59.5167,301.49,83,20,5.66,BB,1724458978
391,hami,42.8,93.45,302.28,16,47,2.77,CN,1724458978
392,rundu,-17.9333,19.7667,288.26,23,0,2.45,NA,1724458978
393,forde,61.4522,5.8572,283.21,100,100,1.03,NO,1724458979
394,head of westport,41.6209,-71.062,295.2,73,20,3.09,US,1724458979
395,tharangambadi,11.0319,79.8528,300.7,79,99,7.8,IN,1724458979
396,puerto aysen,-45.4,-72.7,277.28,97,99,1.44,CL,1724458980
397,crane,31.3974,-102.3501,311.28,19,7,9.25,US,1724458980
398,calvinia,-31.4707,19.776,283.61,57,0,2.88,ZA,1724458980
399,kangundo,-1.2979,37.3471,286.6,79,90,1.95,KE,1724458981
400,kruisfontein,-34.0033,24.7314,293.24,15,41,4.57,ZA,1724458725
401,port augusta,-32.5,137.7667,295.11,40,2,1.52,AU,1724458981
402,midvagur,62.0511,-7.1939,282.61,87,100,4.63,FO,1724458982
403,sinan,34.8262,126.1086,297.48,90,0,1.25,KR,1724458982
404,doctor arroyo,23.6667,-100.1833,297.92,45,79,4.27,MX,1724458982
405,mount pearl,47.5166,-52.7813,289.9,93,100,7.2,CA,1724458983
406,cutral-co,-38.9469,-69.2089,277.54,10,77,0.45,AR,1724458708
407,pahrump,36.2083,-115.9839,307.18,7,0,7.15,US,1724458741
408,ulladulla,-35.35,150.4667,293.14,51,82,3.07,AU,1724458984
409,east ballina,-28.8667,153.5833,292.91,68,2,1.91,AU,1724458984
410,moanda,-1.5575,13.2178,294.27,82,60,1.03,GA,1724458984
411,vientiane,17.9667,102.6,298.12,78,75,1.03,LA,1724458985
412,inhambane,-23.865,35.3833,290.2,65,12,3.12,MZ,1724458985
413,newman,37.3138,-121.0208,296.5,49,99,1.79,US,1724458985
414,nizhnesortymskiy,62.4397,71.7603,283.36,85,100,6.07,RU,1724458986
415,zouerate,22.7187,-12.4521,302.66,23,4,8.36,MR,1724458986
416,santa cruz,-17.8,-63.1667,290.85,72,75,2.57,BO,1724458739
417,colonia,50.9333,6.95,294.51,79,75,4.12,DE,1724458987
418,morehead city,34.7229,-76.726,297.18,78,0,4.02,US,1724458987
419,zhanjiang,21.2815,110.3427,300.52,85,87,1.98,CN,1724458987
420,kittila,67.6647,24.8936,283.23,93,0,1.03,FI,1724458988
421,aykol,38.1751,77.2132,293.7,52,2,1.83,CN,1724458988
422,copala,16.65,-98.9833,300.92,75,67,2.5,MX,1724458989
423,general pico,-35.6566,-63.7568,279.83,83,93,2.91,AR,1724458921
424,musafir-khana,26.3667,81.8,298.9,89,80,4.82,IN,1724458989
425,timmins,48.4669,-81.3331,294.05,64,75,0.0,CA,1724458940
426,tromso,69.6496,18.957,286.16,88,75,2.06,NO,1724458990
427,vila franca do campo,37.7167,-25.4333,298.38,93,16,1.86,PT,1724458990
428,heyuan,23.7333,114.6833,300.42,83,58,0.67,CN,1724458991
429,majitha,31.7583,74.9544,301.09,89,40,2.57,IN,1724458991
430,juneau,58.3019,-134.4197,289.15,63,75,4.63,US,1724458991
431,wewak,-3.5534,143.6268,300.58,76,100,3.21,PG,1724458992
432,kasempa,-13.4584,25.8338,288.57,44,8,3.58,ZM,1724458992
433,puerto colombia,10.9878,-74.9547,301.2,79,100,2.18,CO,1724458992
434,kimbe,-5.5502,150.1429,303.69,61,88,3.39,PG,1724458992
435,tangalle,6.024,80.7911,298.21,89,100,3.06,LK,1724458993
436,pasuquin,18.3328,120.6177,302.12,79,75,1.03,PH,1724458993
437,porto murtinho,-21.6989,-57.8825,291.87,62,72,4.47,BR,1724458714
438,mitu,1.1983,-70.1733,297.2,88,97,0.86,CO,1724458994
439,apt,43.8833,5.4,293.83,66,0,2.91,FR,1724458994
440,ostroh,50.3294,26.5143,288.11,48,86,2.77,UA,1724458994
441,beloyarskiy,63.7119,66.6722,282.69,94,59,1.91,RU,1724458995
442,medina,24.4686,39.6142,307.39,29,40,2.06,SA,1724458706
443,arraial do cabo,-22.9661,-42.0278,296.14,86,0,13.82,BR,1724458995
444,kingston,17.997,-76.7936,303.68,74,20,5.14,JM,1724458816
445,dawei,14.0833,98.2,299.18,88,100,0.47,MM,1724458996
446,falkenberg,56.9055,12.4912,287.73,85,70,9.29,SE,1724458996
447,ribeira brava,32.65,-17.0667,297.5,72,0,0.5,PT,1724458996
448,camacupa,-12.0167,17.4833,288.16,25,10,1.77,AO,1724458997
449,kunwi,36.2347,128.5728,302.17,67,0,1.08,KR,1724458997
450,chake chake,-5.2459,39.7666,296.34,81,27,4.33,TZ,1724458997
451,kansanshi,-12.0951,26.4273,287.57,50,2,3.01,ZM,1724458998
452,san jorge,-31.8962,-61.8598,281.87,47,100,3.58,AR,1724458998
453,camana,-16.6228,-72.7111,288.78,86,66,3.73,PE,1724458998
454,shajiang,26.7825,119.9669,300.99,84,74,0.13,CN,1724458998
455,kenai,60.5544,-151.2583,288.79,68,0,7.2,US,1724458999
456,likisa,-8.6695,125.6875,295.6,63,83,2.18,TL,1724458999
457,ottawa,45.4112,-75.6981,295.3,74,75,2.57,CA,1724458481
458,bridgewater,44.3835,-64.5155,290.97,79,9,3.09,CA,1724458836
459,xunchang,28.4543,104.715,299.69,79,3,0.98,CN,1724459000
460,chonchi,-42.6128,-73.8092,278.77,96,69,1.27,CL,1724459000
461,eufaula,31.8913,-85.1455,301.45,54,0,3.09,US,1724459001
462,jaciara,-15.9653,-54.9683,301.78,24,1,1.61,BR,1724459001
463,olinda,-8.0089,-34.8553,299.0,73,75,5.14,BR,1724459001
464,puerto el triunfo,13.2833,-88.55,301.28,79,35,4.09,SV,1724459002
465,aykhal,66.0,111.5,287.68,90,100,2.94,RU,1724459002
466,dolinsk,47.35,142.8,292.22,71,79,6.82,RU,1724459002
467,quellon,-43.1167,-73.6167,279.44,88,82,1.64,CL,1724459003
468,horta,38.5333,-28.6333,298.72,86,34,1.34,PT,1724459003
469,nuuk,64.1835,-51.7216,279.49,100,100,2.06,GL,1724459003
470,usinsk,65.9939,57.5281,284.42,78,100,3.59,RU,1724459004
471,puerto armuelles,8.2833,-82.8667,299.87,75,58,0.45,PA,1724459004
472,pasighat,28.0667,95.3333,298.54,96,79,0.31,IN,1724459004
473,cedeira,43.6797,-8.0209,292.5,96,4,6.13,ES,1724459004
474,hirara,24.8,125.2833,303.07,89,75,1.54,JP,1724459005
475,tauranga,-37.6861,176.1667,289.0,92,100,2.89,NZ,1724459005
476,port lincoln,-34.7333,135.8667,289.62,68,0,4.82,AU,1724459005
477,nuevitas,21.5453,-77.2644,300.95,88,28,4.97,CU,1724459006
478,playa del ingles,27.7567,-15.5787,297.01,77,0,3.57,ES,1724458989
479,gokarna,14.55,74.3167,299.68,86,100,6.65,IN,1724459006
480,nuku'alofa,-21.1333,-175.2,297.34,83,75,7.2,TO,1724459007
481,ubari,26.5921,12.7805,304.1,39,0,5.15,LY,1724459007
482,qujing,25.4833,103.7833,290.28,91,8,0.22,CN,1724459008
483,altai,46.3722,96.2583,288.21,39,100,1.65,MN,1724459008
484,ambovombe,-25.1667,46.0833,288.79,60,47,4.98,MG,1724459008
485,copalillo,18.0333,-99.1167,297.45,89,89,1.89,MX,1724459009
486,fort bragg,35.139,-79.006,296.06,62,0,2.57,US,1724459009
487,ust-tsilma,65.441,52.1498,284.09,87,20,1.37,RU,1724459010
488,jennings,38.7192,-90.2604,303.2,60,0,2.06,US,1724459010
489,necochea,-38.5473,-58.7368,278.59,87,7,4.13,AR,1724458764
490,igualada,41.581,1.6172,297.25,86,65,0.89,ES,1724459010
491,nago,26.5881,127.9761,301.98,83,99,4.45,JP,1724459011
492,troitskoye,52.9821,84.6757,290.27,73,65,2.84,RU,1724459011
493,kaa-khem,51.6833,94.7333,290.49,42,10,1.81,RU,1724459011
494,island harbour,50.724,-1.2758,289.25,77,93,0.89,GB,1724459012
495,puerto francisco de orellana,-0.4667,-76.9667,300.63,70,68,0.97,EC,1724459012
496,port hedland,-20.3167,118.5667,296.18,83,0,3.6,AU,1724459013
497,holualoa,19.6228,-155.9522,301.06,83,40,5.14,US,1724459013
498,orcutt,34.8653,-120.436,294.6,66,0,7.72,US,1724459013
499,ha'il,27.5219,41.6907,306.16,21,0,3.09,SA,1724459014
500,merizo village,13.2658,144.6691,304.81,74,90,3.59,GU,1724459014
501,turiacu,-1.6633,-45.3717,297.68,74,86,2.72,BR,1724459014
502,port macquarie,-31.4333,152.9167,293.19,72,51,1.79,AU,1724459015
503,vuktyl,63.8567,57.3094,284.46,77,100,1.21,RU,1724459015
504,jianshui,23.6363,102.8264,292.99,96,94,1.63,CN,1724459015
505,sakaiminato,35.55,133.2333,306.14,58,75,1.03,JP,1724459016
506,puerto escondido,15.85,-97.0667,303.61,94,40,2.57,MX,1724459016
507,labin,45.095,14.1197,295.89,70,4,2.78,HR,1724459016
508,likiep,9.8251,169.3107,301.71,80,54,7.95,MH,1724459016
509,broken hill,-31.95,141.4333,295.2,39,61,3.48,AU,1724459017
510,waingapu,-9.6567,120.2641,300.52,63,18,5.23,ID,1724459017
511,conception bay south,47.4999,-52.9981,290.23,93,100,4.53,CA,1724459017
512,santo antonio do ica,-3.1022,-67.9397,301.43,62,53,1.37,BR,1724459018
513,tefe,-3.3542,-64.7114,302.21,74,0,0.0,BR,1724459018
514,tazacorte,28.629,-17.9293,296.69,85,75,6.17,ES,1724459019
515,shetpe,44.1667,52.1167,294.5,34,26,4.79,KZ,1724459019
516,santa elena de uairen,4.6167,-61.1333,293.23,86,97,1.11,VE,1724459019
517,cambridge,43.3601,-80.3127,294.36,60,75,4.12,CA,1724458882
518,motueka,-41.1333,173.0167,288.76,52,21,1.99,NZ,1724459020
519,maumere,-8.6199,122.2111,299.75,73,65,3.01,ID,1724459020
520,benguela,-12.5763,13.4055,292.86,90,77,1.38,AO,1724459021
521,huinca renanco,-34.8404,-64.3758,281.65,54,85,4.61,AR,1724459021
522,salinopolis,-0.6136,-47.3561,300.07,75,49,6.64,BR,1724459021
523,leava,-14.3,-178.1667,299.63,77,39,10.09,WF,1724459022
524,mili,6.0815,171.735,302.21,73,81,3.36,MH,1724459022
525,kerikeri,-35.2268,173.9474,288.0,73,100,1.43,NZ,1724459022
526,hilo,19.7297,-155.09,301.45,83,100,5.66,US,1724459022
527,masterton,-40.9597,175.6575,287.29,71,100,4.25,NZ,1724459023
528,nova sintra,14.8667,-24.7167,300.3,81,14,4.88,CV,1724459023
529,shadegan,30.6497,48.6647,308.95,40,0,3.03,IR,1724459023
530,forbes,-33.3833,148.0167,292.78,56,52,9.37,AU,1724459024
531,hongseong,36.6009,126.665,301.21,80,0,2.44,KR,1724459024
532,goure,13.9835,10.2704,300.77,61,29,2.59,NE,1724459024
533,gilgit,35.9221,74.3087,295.2,43,1,0.93,PK,1724459025
534,callao,-12.0667,-77.15,289.66,88,100,3.6,PE,1724459025
535,tabou,4.423,-7.3528,297.32,87,100,4.7,CI,1724459025
536,salavan,15.7167,106.4167,297.39,92,83,1.12,LA,1724459026
537,mogadishu,2.0371,45.3438,297.85,88,74,8.69,SO,1724458759
538,san fernando,15.0286,120.6898,301.0,81,99,1.03,PH,1724459026
539,arvayheer,46.2639,102.775,287.02,59,25,1.01,MN,1724459026
540,berdigestyakh,62.0989,126.6992,293.03,56,19,2.3,RU,1724459027
541,serhiyivka,46.0272,30.3768,295.21,43,44,5.29,UA,1724459027
542,codrington,-38.2667,141.9667,289.11,74,39,6.76,AU,1724459027
543,san carlos,9.6612,-68.5827,297.99,90,37,1.13,VE,1724459028
544,arish,31.1316,33.7984,299.21,75,0,2.44,EG,1724459028
545,rabigh,22.7986,39.0349,306.69,49,100,1.59,SA,1724459029
546,talakan,50.3167,130.3667,293.26,63,3,1.57,RU,1724459029
547,manga,11.6636,-1.0731,295.79,95,98,2.08,BF,1724459029
548,novodvinsk,64.4165,40.8122,288.01,91,37,2.1,RU,1724459030
549,giado,31.9582,12.0203,295.95,84,0,1.82,LY,1724459030
550,dundaga,57.5167,22.35,290.75,71,83,5.05,LV,1724459030
551,grand falls-windsor,48.9332,-55.6649,289.54,93,99,2.55,CA,1724458873
552,cidreira,-30.1811,-50.2056,284.54,76,94,4.7,BR,1724459031
553,antofagasta,-23.65,-70.4,286.75,66,0,3.19,CL,1724458922
554,piti village,13.4626,144.6933,304.99,72,20,3.6,GU,1724459031
555,samsun,41.25,36.3333,298.57,78,40,8.23,TR,1724459032
556,lincoln,40.8,-96.667,301.1,57,75,5.66,US,1724458819
557,chazuta,-6.5742,-76.1367,299.96,62,77,0.28,PE,1724459032
558,usogorsk,63.4106,48.6872,283.84,87,21,2.06,RU,1724459033
559,bam,29.106,58.357,303.26,10,0,3.31,IR,1724459033
560,san jose del guaviare,2.5729,-72.6459,297.4,89,90,1.43,CO,1724459033
561,fuente del maestre,38.5266,-6.4478,297.8,29,0,1.22,ES,1724459034
562,nar'yan-mar,67.6713,53.087,284.94,85,17,3.91,RU,1724459034
563,equeurdreville-hainneville,49.6487,-1.6531,288.89,94,100,2.57,FR,1724459034
564,patan,27.6667,85.3333,294.36,100,40,0.0,NP,1724459034
565,miyako,39.6367,141.9525,304.03,62,17,1.29,JP,1724459035
